"county","mean_PF","min_PF","max_PF","mean_IE","min_IE","max_IE","mean_SPF","min_SPF","max_SPF","mean_SFS","min_SFS","max_SFS","mean_SF","min_SF","max_SF","mean_SS","min_SS","max_SS","mean_TF","min_TF","max_TF","mean_IF","min_IF","max_IF","area_uncert"
"Perry",6571.04163972901,6570.9066709386,6571.08662932582,6181.69872439774,6145.5445657654,6205.67795227355,6070.25636538214,5996.98776988699,6115.21373918442,6070.25636538214,5996.98776988699,6115.21373918442,5149.17673084041,4960.72115132573,5336.41493579446,5149.17673084041,4960.72115132573,5336.41493579446,641.967441387134,165.242409424145,1427.79486862406,641.967441387134,165.242409424145,1427.79486862406,1.15146061366089
"Piatt",866.063757660607,865.716588913991,866.179480576145,839.243836958856,835.317574268116,843.402884545828,837.639102519341,833.239425649611,842.135027435629,837.639102519341,833.239425649611,842.135027435629,408.766040905146,397.408503101567,420.092617306213,408.766040905146,397.408503101567,420.092617306213,52.6975038039787,20.4388037756328,90.0262250161186,52.6975038039787,20.4388037756328,90.0262250161186,1.98980877192137
"Pike",5132.73365126527,5132.73365126527,5132.73365126527,4842.8911026201,4819.11239905205,4861.76213539787,4762.64803150273,4729.78917371361,4792.20722673465,4762.64803150273,4729.78917371361,4792.20722673465,4232.39470956979,4158.13386725655,4292.90637240654,4232.39470956979,4158.13386725655,4292.90637240654,1767.50950022365,1624.50603870851,1993.716582063,1767.50950022365,1624.50603870851,1993.716582063,0.795111132577635
"Pope",2863.37314349349,2861.34548946249,2864.04902817049,2705.68434007134,2685.16644770926,2715.47805445055,2462.52286382207,2410.3488386264,2517.41653920391,2462.52286382207,2410.3488386264,2517.41653920391,1820.49102046262,1717.79933674543,1964.81630238995,1820.49102046262,1717.79933674543,1964.81630238995,426.905384568605,208.323846639778,769.720987926192,426.905384568605,208.323846639778,769.720987926192,1.33835747143962
"Pulaski",2611.83362503532,2611.83362503532,2611.83362503532,2459.63442653527,2448.9942350137,2466.29158183445,2311.00252891283,2257.06847073453,2359.69561217077,2311.00252891283,2257.06847073453,2359.69561217077,1704.32024839807,1564.14152125991,1889.87607448162,1704.32024839807,1564.14152125991,1889.87607448162,589.796344682459,284.984647058632,995.409396748198,589.796344682459,284.984647058632,995.409396748198,1.18641862188366
"Putnam",1803.70114743823,1803.70114743823,1803.70114743823,1766.76656883612,1765.02750344268,1767.63862380741,1618.55813821593,1601.90405306509,1627.79990049077,1618.55813821593,1601.90405306509,1627.79990049077,367.554053950113,310.408512402515,397.658721439291,367.554053950113,310.408512402515,397.658721439291,101.767681585443,16.8120149553235,175.6369564362,101.767681585443,16.8120149553235,175.6369564362,4.63043040217369
"Randolph",5274.87647212877,5274.87647212877,5274.87647212877,4929.81598048637,4848.759244395,4975.05828883528,4902.23969276917,4812.58512611095,4951.80313616425,4902.23969276917,4812.58512611095,4951.80313616425,4131.51460523455,3961.22437568686,4235.16080326796,4131.51460523455,3961.22437568686,4235.16080326796,963.071831523752,557.604114483102,1507.3597096782,963.071831523752,557.604114483102,1507.3597096782,1.04363775820665
"Richland",3500.98199566311,3500.98199566311,3500.98199566311,3320.42918578174,3298.5636446636,3329.96458263034,3313.44951466904,3289.78597432392,3324.77386065908,3313.44951466904,3289.78597432392,3324.77386065908,3130.64572571915,3087.61913805318,3157.16459169701,3130.64572571915,3087.61913805318,3157.16459169701,291.157541229265,66.9366472152442,722.337380421105,291.157541229265,66.9366472152442,722.337380421105,1.0252915007483
"Rock Island",2723.45191358273,2722.67215898654,2723.71183178147,2549.05847662629,2531.77727263909,2556.35416028044,2476.63233912842,2406.57560920248,2523.93152770648,2476.63233912842,2406.57560920248,2523.93152770648,1651.86282476579,1455.3239085804,1788.14417419281,1651.86282476579,1455.3239085804,1788.14417419281,791.635382422912,502.1826426044,1031.01786489717,791.635382422912,502.1826426044,1031.01786489717,1.16947757537538
"Saline",4835.51957821007,4835.51957821007,4835.51957821007,4652.07026638,4614.20506473613,4682.52491168455,4577.73144136708,4534.01450285428,4611.79556787357,4577.73144136708,4534.01450285428,4611.79556787357,3731.40905091067,3599.40976234905,3839.01175863547,3731.40905091067,3599.40976234905,3839.01175863547,601.497816199709,139.292716621679,1153.06960845166,601.497816199709,139.292716621679,1153.06960845166,1.13469783243867
"Sangamon",4154.46460881623,4154.0550139293,4155.28379859008,3688.86727726055,3660.27040803225,3713.7840138643,3643.57693833031,3603.29498266566,3675.90480829291,3643.57693833031,3603.29498266566,3675.90480829291,3441.5292121587,3336.60111821899,3527.67646835331,3441.5292121587,3336.60111821899,3527.67646835331,444.462886942371,175.761039016862,821.70763309556,444.462886942371,175.761039016862,821.70763309556,1.07800965593047
"Schuyler",2226.60876303387,2226.60876303387,2226.60876303387,1956.8094480175,1927.50097420321,1980.03670850338,1921.78115817279,1885.27651982733,1958.05145124643,1921.78115817279,1885.27651982733,1958.05145124643,1830.21750200305,1767.33566448152,1899.66474883367,1830.21750200305,1767.33566448152,1899.66474883367,291.650784249512,113.831707456091,607.758890369454,291.650784249512,113.831707456091,607.758890369454,1.05722843141139
"Scott",949.121686277823,949.121686277823,949.121686277823,813.536340625712,801.940594985679,833.126067488395,771.309485831206,757.861796394427,793.861246634408,771.309485831206,757.861796394427,793.861246634408,699.098873748997,669.500904994329,734.682056274225,699.098873748997,669.500904994329,734.682056274225,90.4612075893244,45.9661900830918,162.636108452001,90.4612075893244,45.9661900830918,162.636108452001,1.22823896723483
"Shelby",2017.67464171424,2017.67464171424,2017.67464171424,1828.34718600528,1821.50497355201,1831.69733298386,1657.09424924953,1646.51025105123,1667.0662592666,1657.09424924953,1646.51025105123,1667.0662592666,1613.60491503418,1590.49713085924,1638.28651437801,1613.60491503418,1590.49713085924,1638.28651437801,176.233337586354,86.8664656260105,328.355295399486,128.196923604089,37.4624736596957,287.029852858343,1.17096675927647
"St. Clair",9688.8167796545,9688.8167796545,9688.8167796545,9071.29214733836,9036.57896110228,9084.27007585476,8924.44234965759,8864.80294721946,8962.69429131125,8924.44234965759,8864.80294721946,8962.69429131125,8057.35721130394,7854.99076259118,8267.86842123916,8057.35721130394,7854.99076259118,8267.86842123916,1793.43970289794,1456.74215854219,2218.01134296639,1793.43970289794,1456.74215854219,2218.01134296639,0.979896617426848
"Stark",254.842733993334,254.842733993334,254.842733993334,229.728347257556,228.646878020927,231.439975294247,227.634148895515,225.890120963468,229.928024995786,227.634148895515,225.890120963468,229.928024995786,213.637718957021,208.141882085019,221.172344399852,213.637718957021,208.141882085019,221.172344399852,21.4198282349422,3.85659363110052,56.0037907116721,21.4198282349422,3.85659363110052,56.0037907116721,1.09261092515855
"Stephenson",1663.09083953214,1663.09083953214,1663.09083953214,1612.61692867663,1608.24293265881,1619.53201448858,1590.45839900847,1577.00889288191,1604.7805895935,1590.45839900847,1577.00889288191,1604.7805895935,812.295743444684,737.659152779051,904.889361781744,812.295743444684,737.659152779051,904.889361781744,257.464840974117,135.101774722098,421.512560447192,257.464840974117,135.101774722098,421.512560447192,1.73043624800644
"Tazewell",3041.97047960605,3041.97047960605,3041.97047960605,2769.71212927184,2758.7425977174,2775.20417876438,2728.03005355689,2709.884510218,2736.35890133112,2728.03005355689,2709.884510218,2736.35890133112,2178.82670023809,2124.31438105159,2224.70772468894,2178.82670023809,2124.31438105159,2224.70772468894,312.12475826152,144.175495095606,536.1498507379,312.12475826152,144.175495095606,536.1498507379,1.25289713084856
"Union",4406.65407149948,4406.65407149948,4406.65407149948,4005.36393940812,3970.81749054384,4024.96311149976,3930.51425271767,3869.19838063789,3963.83235512143,3930.51425271767,3869.19838063789,3963.83235512143,2881.0093634467,2791.29819254508,2948.51982092121,2881.0093634467,2791.29819254508,2948.51982092121,1816.58233889016,1656.50930112513,2004.20935968456,1816.58233889016,1656.50930112513,2004.20935968456,0.899015381717011
"Vermilion",1620.6799571566,1616.6093644029,1625.51367440899,1601.41532555516,1595.53056457969,1607.9314336093,1568.96134044166,1560.81858023844,1577.52705961558,1568.96134044166,1560.81858023844,1577.52705961558,1053.41579506778,1018.92732357202,1095.23071872309,1052.33243038324,1015.78997319056,1095.23071872309,143.077152556812,64.5309493975569,277.185626286335,143.077152556812,64.5309493975569,277.185626286335,1.40412170331164
"Wabash",2452.0732607415,2452.0732607415,2452.0732607415,2379.41114233626,2370.96923861073,2382.16251543908,2369.75231560055,2352.05477163935,2375.80675558331,2369.75231560055,2352.05477163935,2375.80675558331,2305.01718184889,2246.39245631303,2349.93121082048,2305.01718184889,2246.39245631303,2349.93121082048,327.363755665896,166.493597606699,572.213171640563,327.363755665896,166.493597606699,572.213171640563,0.921775994472781
"Warren",687.861794745173,687.861794745173,687.861794745173,553.758692750506,546.07408087423,559.996675270334,545.367397380358,533.109045665875,556.085320825885,545.367397380358,533.109045665875,556.085320825885,506.001494217245,471.75646476229,534.551368744805,506.001494217245,471.75646476229,534.551368744805,102.913634147079,25.7842392805998,210.757658506871,102.913634147079,25.7842392805998,210.757658506871,1.15602061907539
"Washington",6960.19246779102,6958.38066377973,6963.81607581359,6637.19747015687,6599.60218303109,6661.01846174929,6575.45399572854,6520.98662047011,6623.91983329105,6575.45399572854,6520.98662047011,6623.91983329105,6468.23682260558,6364.57123588493,6574.60644167006,6468.23682260558,6364.57123588493,6574.60644167006,464.082092685262,121.067733932529,1095.41300103773,464.082092685262,121.067733932529,1095.41300103773,1.00430929684002
"Wayne",9523.60083782733,9523.60083782733,9523.60083782733,9182.67951722685,9100.4715982363,9237.22776880247,9096.48172081844,9000.61382493211,9179.23033119684,9096.48172081844,9000.61382493211,9179.23033119684,8760.76934156737,8635.96544322183,8886.64536312236,8760.76934156737,8635.96544322183,8886.64536312236,825.861537017395,261.500774391734,1974.63092553212,825.861537017395,261.500774391734,1974.63092553212,0.992805421727248
"White",5212.93894399335,5212.93894399335,5212.93894399335,4957.67471472767,4926.53815250802,4987.36516528269,4825.78905571973,4774.45470205214,4886.24134646421,4825.78905571973,4774.45470205214,4886.24134646421,4220.62523326442,4039.22768747463,4451.52341413603,4220.62523326442,4039.22768747463,4451.52341413603,709.846026117723,280.907970206064,1419.01975327031,709.846026117723,280.907970206064,1419.01975327031,1.06692555462754
"Whiteside",1950.08563521002,1949.67359482631,1950.22298200459,1898.43715305895,1896.16446692015,1899.8981417196,1867.51408250456,1858.98342441817,1874.73610961307,1867.51408250456,1858.98342441817,1874.73610961307,1552.39443475454,1475.86795399276,1621.42246126303,1552.39443475454,1475.86795399276,1621.42246126303,650.0528555819,499.827177378071,822.027504618751,650.0528555819,499.827177378071,822.027504618751,0.837437155482768
"Will",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Williamson",4900.68225332235,4900.68225332235,4900.68225332235,4469.37775268601,4402.39627154939,4510.63623513923,4312.74462325297,4207.63733791867,4413.98230646448,4312.74462325297,4207.63733791867,4413.98230646448,3795.87181599511,3566.40116596533,4031.34510530274,3795.87181599511,3566.40116596533,4031.34510530274,765.211738304974,180.073060017864,1666.18397237605,765.211738304974,180.073060017864,1666.18397237605,1.08946527055821
"Winnebago",3363.32996896599,3362.07907396011,3363.74693396795,3240.50076373842,3234.58042578555,3249.65636045001,3171.71137752707,3146.20332371921,3201.85330946987,3171.71137752707,3146.20332371921,3201.85330946987,1110.94924715313,914.279104925515,1399.06563529311,1109.49245755041,910.967345879715,1398.71792838834,446.317479009899,162.525356424058,848.996683690611,446.317479009899,162.525356424058,848.996683690611,2.62914134305736
"Woodford",1639.73319734157,1639.73319734157,1639.73319734157,1371.53846090889,1348.21083347626,1397.22259021916,1321.52190451227,1295.78364737149,1350.47894653219,1321.52190451227,1295.78364737149,1350.47894653219,1043.11820879628,978.883884494004,1106.74911961248,1043.11820879628,978.883884494004,1106.74911961248,213.664224284857,49.9355058563525,461.714938214566,213.664224284857,49.9355058563525,461.714938214566,1.36712115753625
