"county","wetland_type","water_cutoff","mean","min","max"
"Boone","Freshwater Pond","Permanently Flooded",20.8093529411399,20.552800829564,21.3713219238809
"Boone","Freshwater Pond","Seasonally Flooded",6.9827722102212,0.76573274350902,10.2398638494933
"Boone","Freshwater Pond","Seasonally Flooded/Saturated",6.9827722102212,0.76573274350902,10.2398638494933
"Boone","Freshwater Pond","Seasonally Saturated",6.9827722102212,0.76573274350902,10.2398638494933
"Boone","Freshwater Pond","Semipermanently Flooded",6.9827722102212,0.76573274350902,10.2398638494933
"Boone","Freshwater Pond","Temporary Flooded",6.9827722102212,0.76573274350902,10.2398638494933
"Brown","Freshwater Emergent Wetland","Intermittently Exposed",181.701839009361,181.701839009361,181.701839009361
"Brown","Freshwater Emergent Wetland","Intermittently Flooded",158.142384299175,149.846458517818,168.248335103119
"Brown","Freshwater Emergent Wetland","Permanently Flooded",181.701839009361,181.701839009361,181.701839009361
"Brown","Freshwater Emergent Wetland","Seasonally Flooded",171.337734277597,166.162091033906,174.979932756014
"Brown","Freshwater Emergent Wetland","Seasonally Flooded/Saturated",177.872442896693,177.283804632973,179.570477756644
"Brown","Freshwater Emergent Wetland","Seasonally Saturated",171.337734277597,166.162091033906,174.979932756014
"Brown","Freshwater Emergent Wetland","Semipermanently Flooded",177.872442896693,177.283804632973,179.570477756644
"Brown","Freshwater Emergent Wetland","Temporary Flooded",158.142384299175,149.846458517818,168.248335103119
"Brown","Freshwater Forested/Shrub Wetland","Intermittently Exposed",607.040756959537,607.040756959537,607.040756959537
"Brown","Freshwater Forested/Shrub Wetland","Intermittently Flooded",77.1616458506987,42.9565944780077,153.321032084232
"Brown","Freshwater Forested/Shrub Wetland","Permanently Flooded",607.040756959537,607.040756959537,607.040756959537
"Brown","Freshwater Forested/Shrub Wetland","Seasonally Flooded",600.662732782481,599.242908783899,601.539100446618
"Brown","Freshwater Forested/Shrub Wetland","Seasonally Flooded/Saturated",607.040756959537,607.040756959537,607.040756959537
"Brown","Freshwater Forested/Shrub Wetland","Seasonally Saturated",600.662732782481,599.242908783899,601.539100446618
"Brown","Freshwater Forested/Shrub Wetland","Semipermanently Flooded",607.040756959537,607.040756959537,607.040756959537
"Brown","Freshwater Forested/Shrub Wetland","Temporary Flooded",77.1616458506987,42.9565944780077,153.321032084232
"Brown","Freshwater Pond","Intermittently Exposed",74.013807223364,50.864382787168,86.6119259325432
"Brown","Freshwater Pond","Intermittently Flooded",67.2986279865343,43.2677648913005,80.4445576511636
"Brown","Freshwater Pond","Permanently Flooded",266.083429173722,266.083429173722,266.083429173722
"Brown","Freshwater Pond","Seasonally Flooded",67.4677487172,43.5214459872991,80.4445576511636
"Brown","Freshwater Pond","Seasonally Flooded/Saturated",67.4677487172,43.5214459872991,80.4445576511636
"Brown","Freshwater Pond","Seasonally Saturated",67.4677487172,43.5214459872991,80.4445576511636
"Brown","Freshwater Pond","Semipermanently Flooded",67.4677487172,43.5214459872991,80.4445576511636
"Brown","Freshwater Pond","Temporary Flooded",67.2986279865343,43.2677648913005,80.4445576511636
"Bureau","Freshwater Emergent Wetland","Intermittently Exposed",533.479092005759,533.479092005759,533.479092005759
"Bureau","Freshwater Emergent Wetland","Intermittently Flooded",151.840972236768,74.7213080182843,253.771224485307
"Bureau","Freshwater Emergent Wetland","Permanently Flooded",533.479092005759,533.479092005759,533.479092005759
"Bureau","Freshwater Emergent Wetland","Seasonally Flooded",175.771899268735,106.351951667977,268.448216318227
"Bureau","Freshwater Emergent Wetland","Seasonally Flooded/Saturated",432.776362041317,427.163748392316,438.443883214666
"Bureau","Freshwater Emergent Wetland","Seasonally Saturated",175.771899268735,106.351951667977,268.448216318227
"Bureau","Freshwater Emergent Wetland","Semipermanently Flooded",432.776362041317,427.163748392316,438.443883214666
"Bureau","Freshwater Emergent Wetland","Temporary Flooded",151.840972236768,74.7213080182843,253.771224485307
"Bureau","Freshwater Forested/Shrub Wetland","Intermittently Exposed",2810.03618692602,2810.03618692602,2810.03618692602
"Bureau","Freshwater Forested/Shrub Wetland","Intermittently Flooded",99.1796817993115,22.9545135369475,220.371672815258
"Bureau","Freshwater Forested/Shrub Wetland","Permanently Flooded",2810.03618692602,2810.03618692602,2810.03618692602
"Bureau","Freshwater Forested/Shrub Wetland","Seasonally Flooded",1442.93030668792,1416.90522040341,1474.1671239383
"Bureau","Freshwater Forested/Shrub Wetland","Seasonally Flooded/Saturated",2777.56801299693,2771.20963464198,2787.8213255614
"Bureau","Freshwater Forested/Shrub Wetland","Seasonally Saturated",1442.93030668792,1416.90522040341,1474.1671239383
"Bureau","Freshwater Forested/Shrub Wetland","Semipermanently Flooded",2777.56801299693,2771.20963464198,2787.8213255614
"Bureau","Freshwater Forested/Shrub Wetland","Temporary Flooded",99.1796817993115,22.9545135369475,220.371672815258
"Bureau","Freshwater Pond","Intermittently Exposed",27.4372157115301,23.9439814426772,33.7607909379476
"Bureau","Freshwater Pond","Intermittently Flooded",13.4616127610343,6.39781944452611,26.1309293639334
"Bureau","Freshwater Pond","Permanently Flooded",140.1838775819,140.1838775819,140.1838775819
"Bureau","Freshwater Pond","Seasonally Flooded",13.4616127610343,6.39781944452611,26.1309293639334
"Bureau","Freshwater Pond","Seasonally Flooded/Saturated",13.6896187739906,6.62582545748239,26.3589353768897
"Bureau","Freshwater Pond","Seasonally Saturated",13.4616127610343,6.39781944452611,26.1309293639334
"Bureau","Freshwater Pond","Semipermanently Flooded",13.6896187739906,6.62582545748239,26.3589353768897
"Bureau","Freshwater Pond","Temporary Flooded",13.4616127610343,6.39781944452611,26.1309293639334
"Calhoun","Freshwater Emergent Wetland","Intermittently Exposed",294.766696214273,294.766696214273,294.766696214273
"Calhoun","Freshwater Emergent Wetland","Intermittently Flooded",95.7389224427395,56.2736009711919,130.193398245695
"Calhoun","Freshwater Emergent Wetland","Permanently Flooded",294.766696214273,294.766696214273,294.766696214273
"Calhoun","Freshwater Emergent Wetland","Seasonally Flooded",190.643236779498,169.712610618125,212.433431376198
"Calhoun","Freshwater Emergent Wetland","Seasonally Flooded/Saturated",247.053242188964,243.614940305492,250.141828168365
"Calhoun","Freshwater Emergent Wetland","Seasonally Saturated",190.643236779498,169.712610618125,212.433431376198
"Calhoun","Freshwater Emergent Wetland","Semipermanently Flooded",247.053242188964,243.614940305492,250.141828168365
"Calhoun","Freshwater Emergent Wetland","Temporary Flooded",95.7389224427395,56.2736009711919,130.193398245695
"Calhoun","Freshwater Forested/Shrub Wetland","Intermittently Exposed",5029.00368863971,5029.00368863971,5029.00368863971
"Calhoun","Freshwater Forested/Shrub Wetland","Intermittently Flooded",690.522198800538,511.38723756103,825.663405466515
"Calhoun","Freshwater Forested/Shrub Wetland","Permanently Flooded",5029.00368863971,5029.00368863971,5029.00368863971
"Calhoun","Freshwater Forested/Shrub Wetland","Seasonally Flooded",4090.62297421147,3990.67631461079,4166.30814074599
"Calhoun","Freshwater Forested/Shrub Wetland","Seasonally Flooded/Saturated",4999.55276083454,4998.61355180754,5002.25087196598
"Calhoun","Freshwater Forested/Shrub Wetland","Seasonally Saturated",4090.62297421147,3990.67631461079,4166.30814074599
"Calhoun","Freshwater Forested/Shrub Wetland","Semipermanently Flooded",4999.55276083454,4998.61355180754,5002.25087196598
"Calhoun","Freshwater Forested/Shrub Wetland","Temporary Flooded",690.522198800538,511.38723756103,825.663405466515
"Calhoun","Freshwater Pond","Intermittently Exposed",126.635850783406,105.160284297296,136.752883734663
"Calhoun","Freshwater Pond","Intermittently Flooded",119.05634076548,94.0079639545289,133.173434841517
"Calhoun","Freshwater Pond","Permanently Flooded",333.902911122146,333.902911122146,333.902911122146
"Calhoun","Freshwater Pond","Seasonally Flooded",119.05634076548,94.0079639545289,133.173434841517
"Calhoun","Freshwater Pond","Seasonally Flooded/Saturated",119.05634076548,94.0079639545289,133.173434841517
"Calhoun","Freshwater Pond","Seasonally Saturated",119.05634076548,94.0079639545289,133.173434841517
"Calhoun","Freshwater Pond","Semipermanently Flooded",119.05634076548,94.0079639545289,133.173434841517
"Calhoun","Freshwater Pond","Temporary Flooded",119.05634076548,94.0079639545289,133.173434841517
"Carroll","Freshwater Emergent Wetland","Intermittently Exposed",311.533858847066,311.533858847066,311.533858847066
"Carroll","Freshwater Emergent Wetland","Intermittently Flooded",59.9518148696003,13.6609423086036,93.6935080023308
"Carroll","Freshwater Emergent Wetland","Permanently Flooded",311.533858847066,311.533858847066,311.533858847066
"Carroll","Freshwater Emergent Wetland","Seasonally Flooded",89.6690638140547,57.8210832864878,111.760116517209
"Carroll","Freshwater Emergent Wetland","Seasonally Flooded/Saturated",199.127662265289,194.657224976053,201.366468526541
"Carroll","Freshwater Emergent Wetland","Seasonally Saturated",89.6690638140547,57.8210832864878,111.760116517209
"Carroll","Freshwater Emergent Wetland","Semipermanently Flooded",199.127662265289,194.657224976053,201.366468526541
"Carroll","Freshwater Emergent Wetland","Temporary Flooded",59.9518148696003,13.6609423086036,93.6935080023308
"Carroll","Freshwater Forested/Shrub Wetland","Intermittently Exposed",717.463070945434,717.463070945434,717.463070945434
"Carroll","Freshwater Forested/Shrub Wetland","Intermittently Flooded",44.2446663211745,17.3122706815447,72.2187437509121
"Carroll","Freshwater Forested/Shrub Wetland","Permanently Flooded",717.463070945434,717.463070945434,717.463070945434
"Carroll","Freshwater Forested/Shrub Wetland","Seasonally Flooded",254.511091753559,235.109537165436,264.834498861382
"Carroll","Freshwater Forested/Shrub Wetland","Seasonally Flooded/Saturated",710.719742896327,707.334451390337,711.848173398324
"Carroll","Freshwater Forested/Shrub Wetland","Seasonally Saturated",254.511091753559,235.109537165436,264.834498861382
"Carroll","Freshwater Forested/Shrub Wetland","Semipermanently Flooded",710.719742896327,707.334451390337,711.848173398324
"Carroll","Freshwater Forested/Shrub Wetland","Temporary Flooded",44.2446663211745,17.3122706815447,72.2187437509121
"Carroll","Freshwater Pond","Intermittently Exposed",16.5587814123681,12.3699756422681,19.8731548000722
"Carroll","Freshwater Pond","Intermittently Flooded",9.36658426443044,3.0917071807517,13.8582459153825
"Carroll","Freshwater Pond","Permanently Flooded",87.3063301721498,87.3063301721498,87.3063301721498
"Carroll","Freshwater Pond","Seasonally Flooded",9.36658426443044,3.0917071807517,13.8582459153825
"Carroll","Freshwater Pond","Seasonally Flooded/Saturated",9.36658426443044,3.0917071807517,13.8582459153825
"Carroll","Freshwater Pond","Seasonally Saturated",9.36658426443044,3.0917071807517,13.8582459153825
"Carroll","Freshwater Pond","Semipermanently Flooded",9.36658426443044,3.0917071807517,13.8582459153825
"Carroll","Freshwater Pond","Temporary Flooded",9.36658426443044,3.0917071807517,13.8582459153825
"Cass","Freshwater Emergent Wetland","Intermittently Exposed",297.126032718277,297.126032718277,297.126032718277
"Cass","Freshwater Emergent Wetland","Intermittently Flooded",153.565384692974,130.127111729377,171.665360747456
"Cass","Freshwater Emergent Wetland","Permanently Flooded",297.126032718277,297.126032718277,297.126032718277
"Cass","Freshwater Emergent Wetland","Seasonally Flooded",167.061046839166,147.041401139953,182.944304642269
"Cass","Freshwater Emergent Wetland","Seasonally Flooded/Saturated",234.635351515115,226.320635144329,243.992424629081
"Cass","Freshwater Emergent Wetland","Seasonally Saturated",167.061046839166,147.041401139953,182.944304642269
"Cass","Freshwater Emergent Wetland","Semipermanently Flooded",234.635351515115,226.320635144329,243.992424629081
"Cass","Freshwater Emergent Wetland","Temporary Flooded",153.565384692974,130.127111729377,171.665360747456
"Cass","Freshwater Forested/Shrub Wetland","Intermittently Exposed",2576.46417041999,2576.46417041999,2576.46417041999
"Cass","Freshwater Forested/Shrub Wetland","Intermittently Flooded",435.976770050877,398.417258950518,498.703851610839
"Cass","Freshwater Forested/Shrub Wetland","Permanently Flooded",2576.46417041999,2576.46417041999,2576.46417041999
"Cass","Freshwater Forested/Shrub Wetland","Seasonally Flooded",1542.42889346232,1524.36128877946,1566.51593796232
"Cass","Freshwater Forested/Shrub Wetland","Seasonally Flooded/Saturated",2308.57145700034,2304.31715274016,2313.48276479575
"Cass","Freshwater Forested/Shrub Wetland","Seasonally Saturated",1542.42889346232,1524.36128877946,1566.51593796232
"Cass","Freshwater Forested/Shrub Wetland","Semipermanently Flooded",2308.57145700034,2304.31715274016,2313.48276479575
"Cass","Freshwater Forested/Shrub Wetland","Temporary Flooded",437.339063469952,399.779552369592,500.066145029914
"Cass","Freshwater Pond","Intermittently Exposed",59.6614930191898,48.0230690660421,73.8520909288365
"Cass","Freshwater Pond","Intermittently Flooded",52.9610146473087,41.1186975601708,67.7386992222587
"Cass","Freshwater Pond","Permanently Flooded",195.207866550434,195.207866550434,195.207866550434
"Cass","Freshwater Pond","Seasonally Flooded",52.9610146473087,41.1186975601708,67.7386992222587
"Cass","Freshwater Pond","Seasonally Flooded/Saturated",52.9610146473087,41.1186975601708,67.7386992222587
"Cass","Freshwater Pond","Seasonally Saturated",52.9610146473087,41.1186975601708,67.7386992222587
"Cass","Freshwater Pond","Semipermanently Flooded",52.9610146473087,41.1186975601708,67.7386992222587
"Cass","Freshwater Pond","Temporary Flooded",52.9610146473087,41.1186975601708,67.7386992222587
"Champaign","Freshwater Emergent Wetland","Intermittently Exposed",334.03699956029,334.03699956029,334.03699956029
"Champaign","Freshwater Emergent Wetland","Intermittently Flooded",102.609383432773,65.2739808787034,146.283180135284
"Champaign","Freshwater Emergent Wetland","Permanently Flooded",334.03699956029,334.03699956029,334.03699956029
"Champaign","Freshwater Emergent Wetland","Seasonally Flooded",276.993927230081,255.98185714395,293.956698554026
"Champaign","Freshwater Emergent Wetland","Seasonally Flooded/Saturated",329.53939322015,327.893423193532,332.378042432476
"Champaign","Freshwater Emergent Wetland","Seasonally Saturated",276.993927230081,255.98185714395,293.956698554026
"Champaign","Freshwater Emergent Wetland","Semipermanently Flooded",329.53939322015,327.893423193532,332.378042432476
"Champaign","Freshwater Emergent Wetland","Temporary Flooded",133.615642432511,96.9618344804693,174.226632520319
"Champaign","Freshwater Forested/Shrub Wetland","Intermittently Exposed",1214.94946747824,1214.94946747824,1214.94946747824
"Champaign","Freshwater Forested/Shrub Wetland","Intermittently Flooded",73.4033831991404,15.1548665137374,179.751007370115
"Champaign","Freshwater Forested/Shrub Wetland","Permanently Flooded",1214.94946747824,1214.94946747824,1214.94946747824
"Champaign","Freshwater Forested/Shrub Wetland","Seasonally Flooded",755.462481523613,743.349918994612,782.123523045401
"Champaign","Freshwater Forested/Shrub Wetland","Seasonally Flooded/Saturated",1214.94946747824,1214.94946747824,1214.94946747824
"Champaign","Freshwater Forested/Shrub Wetland","Seasonally Saturated",755.462481523613,743.349918994612,782.123523045401
"Champaign","Freshwater Forested/Shrub Wetland","Semipermanently Flooded",1214.94946747824,1214.94946747824,1214.94946747824
"Champaign","Freshwater Forested/Shrub Wetland","Temporary Flooded",73.4033831991404,15.1548665137374,179.751007370115
"Champaign","Freshwater Pond","Intermittently Exposed",22.7842432688659,17.1851838016241,27.0669962766056
"Champaign","Freshwater Pond","Intermittently Flooded",14.4114623048616,3.42489011019221,26.087786864795
"Champaign","Freshwater Pond","Permanently Flooded",69.6705132315072,69.5725380298191,69.6901082718448
"Champaign","Freshwater Pond","Seasonally Flooded",14.4114623048616,3.42489011019221,26.087786864795
"Champaign","Freshwater Pond","Seasonally Flooded/Saturated",14.4114623048616,3.42489011019221,26.087786864795
"Champaign","Freshwater Pond","Seasonally Saturated",14.4114623048616,3.42489011019221,26.087786864795
"Champaign","Freshwater Pond","Semipermanently Flooded",14.4114623048616,3.42489011019221,26.087786864795
"Champaign","Freshwater Pond","Temporary Flooded",14.4114623048616,3.42489011019221,26.087786864795
"Christian","Freshwater Emergent Wetland","Intermittently Exposed",288.274233340682,288.274233340682,288.274233340682
"Christian","Freshwater Emergent Wetland","Intermittently Flooded",73.6219536805591,15.8389091552626,130.25321909391
"Christian","Freshwater Emergent Wetland","Permanently Flooded",288.274233340682,288.274233340682,288.274233340682
"Christian","Freshwater Emergent Wetland","Seasonally Flooded",213.473247391218,195.949048773922,227.368832624376
"Christian","Freshwater Emergent Wetland","Seasonally Flooded/Saturated",270.942253145478,266.953747073402,273.73671570321
"Christian","Freshwater Emergent Wetland","Seasonally Saturated",213.473247391218,195.949048773922,227.368832624376
"Christian","Freshwater Emergent Wetland","Semipermanently Flooded",270.942253145478,266.953747073402,273.73671570321
"Christian","Freshwater Emergent Wetland","Temporary Flooded",73.6219536805591,15.8389091552626,130.25321909391
"Christian","Freshwater Forested/Shrub Wetland","Intermittently Exposed",2496.46209895139,2496.46209895139,2496.46209895139
"Christian","Freshwater Forested/Shrub Wetland","Intermittently Flooded",169.699024213824,66.8064967538496,320.149326573356
"Christian","Freshwater Forested/Shrub Wetland","Permanently Flooded",2496.46209895139,2496.46209895139,2496.46209895139
"Christian","Freshwater Forested/Shrub Wetland","Seasonally Flooded",2368.02221877222,2305.97982252842,2420.49085350961
"Christian","Freshwater Forested/Shrub Wetland","Seasonally Flooded/Saturated",2493.48907423173,2491.43525996166,2494.68259514398
"Christian","Freshwater Forested/Shrub Wetland","Seasonally Saturated",2368.02221877222,2305.97982252842,2420.49085350961
"Christian","Freshwater Forested/Shrub Wetland","Semipermanently Flooded",2493.48907423173,2491.43525996166,2494.68259514398
"Christian","Freshwater Forested/Shrub Wetland","Temporary Flooded",169.699024213824,66.8064967538496,320.149326573356
"Christian","Freshwater Pond","Intermittently Exposed",27.9430738644053,14.1056887924535,40.9349244007657
"Christian","Freshwater Pond","Intermittently Flooded",24.1231509278171,8.75373295745014,40.7871647240389
"Christian","Freshwater Pond","Permanently Flooded",204.794189303707,204.794189303707,204.794189303707
"Christian","Freshwater Pond","Seasonally Flooded",24.1231509278171,8.75373295745014,40.7871647240389
"Christian","Freshwater Pond","Seasonally Flooded/Saturated",24.1231509278171,8.75373295745014,40.7871647240389
"Christian","Freshwater Pond","Seasonally Saturated",24.1231509278171,8.75373295745014,40.7871647240389
"Christian","Freshwater Pond","Semipermanently Flooded",24.1231509278171,8.75373295745014,40.7871647240389
"Christian","Freshwater Pond","Temporary Flooded",24.1231509278171,8.75373295745014,40.7871647240389
"Clark","Freshwater Emergent Wetland","Intermittently Exposed",40.4963304018454,40.4963304018454,40.4963304018454
"Clark","Freshwater Emergent Wetland","Intermittently Flooded",4.58720417233144,1.10625927254693,9.46031060372459
