"Intermittently Exposed","Intermittently Flooded","Permanently Flooded","Seasonally Flooded","Seasonally Flooded/Saturated","Seasonally Saturated","Semipermanently Flooded","Temporary Flooded"
0.0364000270149618,0.00273375862970045,0.0425129753882371,0.023833343924814,0.0301660451180795,0.0279971221845622,0.0286404267528695,0.00610601499503522
0.0270474298979624,0.00630091854047307,0.0248489251003414,0.0145628831856946,0.0321281120288154,0.0179656319785921,0.03361543982896,0.0026402000899096
0.0313797011410841,0.00538198235440209,0.0242065327767097,0.0277133262807228,0.036203833236624,0.0175799040892587,0.0313066170130116,0.00283057335405866
0.03863937914029,0.00638166915166149,0.023540722550381,0.0242378777281929,0.0280543708668979,0.0187576865125081,0.0345694587766925,0.00585687179789026
0.0418017917969006,0.00565844766147452,0.0236253617775646,0.0252994171475979,0.0313162864053942,0.0184555506501145,0.0329425084748898,0.00933209189886079
0.0359589406851469,0.00445609948132502,0.0251469041872247,0.0276675516498128,0.0280694161454824,0.0197590935918849,0.0290713334506796,0.0076675851644257
0.0297304989956088,0.00983804368299555,0.0415185706849567,0.0151661097616589,0.0336205482505732,0.0260928035235772,0.029604268999017,0.00689319458016778
0.0316586322736475,0.00557978337037334,0.0298100481463212,0.0215895533292027,0.0338202531604636,0.0216790119447315,0.0340294212946769,0.00732523664280337
0.0336889717484787,0.00290777841608075,0.037662056938352,0.0227941550081611,0.0286045762275342,0.0254626537723267,0.026525372869007,0.0039700046200375
0.0351332476221501,0.00414309015087895,0.0361002458707913,0.0223940615774498,0.030650573807451,0.0205976913806544,0.0273603225182253,0.00631738887721072
0.0291494508135228,0.0132031209039728,0.0359303456202575,0.0213403022379457,0.0332168164978671,0.0203671356750589,0.0228499303367812,0.00492944658230317
0.0360044379632703,0.000832950753218597,0.0319695646039935,0.0233264112161941,0.0298614126109198,0.0243516186916009,0.0392839737637975,0.00645075396706784
0.0299399018942798,0.00945560391660188,0.0348787706852156,0.0197383870394758,0.0328563086757618,0.0221168815766676,0.0227524484286274,0.00671020397476221
0.0398481270495505,0.00708656744145798,0.0350368089868487,0.0211464660292591,0.0316300021690373,0.0220732590954204,0.0314309699941566,0.00173490062563477
0.0266750865925777,0.00666180509772716,0.0332321905420401,0.0270425062740763,0.0281504549946581,0.0231736944816812,0.0334853882092868,0.00735657297961817
0.0320293112137206,0.00853424085307101,0.0322894073517229,0.0240727985101261,0.0313553210958813,0.0245169072794803,0.031243232605129,0.00461868783348507
0.0221292480896296,0.00525324957818089,0.0341171359883378,0.0207509393282126,0.0278555764430479,0.0190521973505364,0.0318395244866116,0.00996842716527645
0.0384906397361325,0.00989838750012276,0.0316992241870014,0.0247118723545515,0.0343771795091471,0.0225510814331195,0.0296559058624976,0.00756621414569801
0.0300083276957827,0.00405976033878601,0.038679032956409,0.0248444720094215,0.0309278515960922,0.0259490801504598,0.0366431717534581,0.00627862325778224
0.0309261426717267,0.0116564936432863,0.032154880747699,0.0259305468390579,0.0358888962340218,0.0204044496854165,0.031850399925165,0.00651400847844985
0.0327608733735178,0.00303937030224768,0.0360314384801506,0.017262586004295,0.0295598807304365,0.0270794818225189,0.0269763572855466,-6.61441696928049e-05
0.0326289666870669,0.00374603584540045,0.0369743414344973,0.0180692890322352,0.0289942021445703,0.026733457114107,0.0277542944772471,0.000192240085506339
0.0318104011123324,0.00414247812825892,0.0324104861232278,0.0199387787762048,0.0230199502733957,0.0202540142658778,0.0258956353835055,0.00110332364660096
0.0346165261252017,0.00336201237668055,0.0358304465061684,0.0231404135966871,0.0351832604671753,0.0264201438345408,0.0349217491914678,0.00352768256032029
0.0329564143589275,0.00464163203734186,0.0372633576821443,0.0199196002756558,0.0306985654839531,0.0167368142129754,0.0313805695523911,0.00633897293278038
0.0279039561845688,0.00869166191871695,0.0275292329714418,0.0258768062605886,0.0323914432947676,0.0299820622532534,0.0304054456390003,0.00692522802670546
0.0350608820265299,0.00496389713237749,0.0395339317589666,0.0203658195176269,0.029941221956323,0.0162766311200075,0.025069518992285,0.00435407779230562
0.0290065578485833,0.00977374823459809,0.0273766726092979,0.0195282023984157,0.0312846746704681,0.0244632410859489,0.0294746965067444,0.01066176274788
0.0295020947214282,0.00997948260080847,0.0264572262436826,0.0193431081998393,0.0298041087854909,0.0242265268881916,0.02980849526195,0.00599539127664622
0.0266833853814495,0.00292526921687611,0.039676971421858,0.0207922073904068,0.0328139632959982,0.0195585068189755,0.0310648822264479,0.00818216410338352
0.0405387213235499,0.0113412785228189,0.0266930911969525,0.0225846355690985,0.0313841063927688,0.0217800803543382,0.0311328356535156,0.00516691497505792
0.0254294260715645,8.26667395497551e-05,0.0394185881677731,0.023520695423064,0.0279742498137059,0.0180877176455298,0.0286312276437991,0.00766106633562413
0.0325591861101051,3.98012320961055e-05,0.0334740164532949,0.0227442398456289,0.0276233237672973,0.0126406667459377,0.0334875955295654,0.00722207201599052
0.0318826251793043,0.00167241611191229,0.0323810261020935,0.0177462512469426,0.0343517055292483,0.0304367740476023,0.0259607586074541,0.00272671584107289
0.0300302329755601,0.000283620653316519,0.0311877116053881,0.0175155921031279,0.0325512153296667,0.0292428893557795,0.0279847236617891,0.00555820005207777
0.034029791156588,0.00573114632668978,0.0349708450679323,0.027791307386225,0.0323562814502529,0.0208812277872742,0.0340772976410351,0.00524690188262048
0.0271707513822503,0.00616730510656609,0.0319791814791625,0.0199033411513497,0.0305422469135297,0.0196239342597458,0.0289126805027529,0.00868796004980304
0.0374465740004588,0.00599040126686701,0.0330002505474603,0.0205504208871944,0.0335929702199199,0.0226239610411855,0.0337215226372432,0.00511907267544191
0.0323466100797234,0.00823650554547254,0.0361106266753606,0.0196988038546092,0.0298610365194603,0.0244120687823712,0.0276238946627128,0.00854895834031019
0.0310671345944794,0.00608274236728169,0.0320731212011799,0.0274943137254875,0.0331108981719867,0.019673839928621,0.0363002772112636,0.00555306767810441
0.0422952810943889,0.00260123835003852,0.030792856752526,0.0258934530031833,0.0332069294939841,0.0137093525473921,0.0365570278892564,0.00394854215673048
0.0309917142677787,0.00297664880905407,0.0368780391465568,0.0222579145824347,0.0315233513761246,0.0170056523338119,0.0378402911125051,0.00203723450113664
0.0301206487902271,0.0133854670131112,0.0343331906141642,0.0202858483640345,0.0302315820393126,0.018917675238323,0.0295469591915696,0.0144435054867593
0.0358675096697341,0.000951599170045562,0.0313050945649456,0.0255753366202619,0.0326394128029427,0.0235071411340133,0.0333939885605405,-0.00045484775262654
0.0337841159211915,0.00282942487891361,0.0325026260678352,0.0272469429436543,0.0362053302442989,0.0216134576229979,0.033625060809557,0.00350042243043016
0.0364321835871086,0.000110008924993241,0.0331425336029021,0.0234242427613528,0.0388498360937825,0.0263401417866789,0.0338655307964092,0.00838737263213725
0.0356578297971372,0.00134398280656515,0.0293637429964031,0.0244394976541017,0.0273727755317692,0.0302161904004719,0.0245108195701527,-7.96549296820668e-05
0.0285090710489657,0.0119765018293219,0.0342946900888225,0.0203664838618114,0.0388287328376714,0.0181234137148213,0.0345427231995471,0.00241248577099178
0.0294778046853315,0.00817086586363072,0.0333596704655014,0.0254528918175703,0.0305395882906151,0.0179834579722158,0.0352815751090266,0.00151899439672233
0.0364379190754656,0.00488993911483417,0.0334157741741222,0.021651255295534,0.0294800495857417,0.0233802705272023,0.0266868882215572,0.0117104995444577
0.0368802381454332,0.00540273107033966,0.0342751622898725,0.0216717435263924,0.0281878277889806,0.0247132847926421,0.0255904227003142,0.0109622451142277
0.0288136055991896,0.00644681784854233,0.0332740800819559,0.0243866496773572,0.033998147790036,0.019415271033447,0.0363862630435933,0.00303826604381468
0.0317957824994612,0.00661423664996265,0.0338643224248954,0.023712089943503,0.0310798791759226,0.0117056004002282,0.0280240851115963,0.0137391436487851
0.0288186320979937,0.00604180274979618,0.0377678655426715,0.0271790629221972,0.0331209761035342,0.0156336298078655,0.0248882592217029,0.00212735203585066
0.037316867693947,0.00549562716969103,0.0297648884990559,0.0197933708601479,0.029664404905778,0.0281124626538193,0.0292368008725147,0.0125337396328285
0.0299825266559004,0.00978967007575596,0.0341169094897939,0.0225478622869811,0.0266905005124667,0.0221929073717342,0.0336259639443547,0.001340390493577
0.0335603292298675,0.00381732089535673,0.0328986364948919,0.0235617973252519,0.035158171846714,0.0232083008532318,0.0286792946173946,0.00545115020102151
0.0374014801383148,0.0101237840648079,0.0347783022493312,0.029063921792821,0.0284828145267643,0.0247991836417484,0.027913214523108,0.00679570363083655
0.0338903056335608,0.00357369516169908,0.0301382947664329,0.020412548069726,0.0353607786577717,0.0204518544287166,0.0326478557426159,0.00842433663301308
0.0311624332373847,0.00490482440558384,0.0327255408182602,0.019471495081135,0.0311463925062345,0.0199669903869057,0.0352094772324896,0.00593570207164776
0.0319616140300887,0.00859941071828247,0.0315670089539432,0.0222872379186653,0.0302897467014758,0.025131436213408,0.027580626700976,0.00782458570706991
0.0323691691245523,0.00825469861894557,0.035115474841247,0.0225756206543475,0.0353487338184856,0.0311298417914015,0.0253115223391574,0.00724729553936285
0.0355787356303455,0.00585656733591474,0.0351602608631472,0.0193561026057088,0.026823407539969,0.0172716882324106,0.0296534374047109,0.00249360163731521
0.0365417708887922,0.00570824453383756,0.0324552777274909,0.0217386685245182,0.0219301739054681,0.0214447485916453,0.0346681906239938,0.00309999532174535
0.0261899430108438,0.00619046466286587,0.0340886704920005,0.0217873793339748,0.0238978670949169,0.0226896192396763,0.0272556926683748,0.00354365629140723
0.038756956468707,0.00805291147609718,0.0285990661093839,0.0260312570317919,0.0386196623640125,0.0161023298628005,0.0340404413024955,0.00801540937251459
0.02811043577501,0.00530611674374868,0.0393893086003663,0.0210983805575141,0.0233536276996086,0.0275931814224745,0.0297523054502047,0.00574116451163419
0.0335748350490121,0.0134229867517856,0.0398016992819285,0.0209303525505269,0.0217435363688393,0.0262587196393049,0.0301670020134983,0.00812484906246306
0.0337929157173269,0.00256784346883966,0.036606136996801,0.0257418517281403,0.0266250142791191,0.0213180199626737,0.0234167569094961,0.00526948799952342
0.0344827633628015,0.0126381985400067,0.0317302410917138,0.0248331482624443,0.0377117377588198,0.0223900117557503,0.0354655479911625,0.00178996303996844
0.024651013683482,0.000965502294038057,0.0323283096798104,0.0179955693728424,0.0330640572144228,0.0295866926661938,0.0349502142111194,0.00143002692596439
0.0379685282011491,0.0159064513713608,0.0350881545561576,0.0296345647325779,0.0296246652245934,0.0157863490902854,0.0277381452617667,0.00930336974140324
0.0294147259216144,0.000724347535655519,0.0337976592618963,0.0215609591632888,0.0258620189996158,0.0300941339423122,0.0359278386279453,0.00353056044877817
0.0328734389054691,0.00141932466775217,0.0336838333091032,0.019568621811401,0.0358284603678392,0.0169828900053322,0.0226305859723202,0.0105290017257416
0.0350978364102672,0.000316481781804955,0.0346082345467657,0.0250460373516936,0.0343765239406563,0.0231174176593995,0.0234610847123394,0.00802568770449688
0.0328634499369069,0.00477382105995731,0.0340090628300322,0.0289225360757579,0.03014826296834,0.0209600050326627,0.0294730802550409,0.00757902438148022
0.0371630800556831,0.0093170158207219,0.0349222041510242,0.0296764137718625,0.0290136998856387,0.0244127821550021,0.0300554489212169,0.0115409081127458
0.028505024696293,0.00556922655048495,0.0312876074420327,0.0164843945692034,0.0332963183398405,0.0202656884032226,0.0322736831934856,0.00106839298773559
0.0275092948604955,0.00364690808687738,0.0311928022149219,0.0175327663049955,0.0337521477929832,0.0244559890855332,0.0315291517999279,0.00568014603300114
0.0281337718294862,0.00482451773869752,0.0409298476775512,0.019579300338002,0.0283639425169328,0.0186260730120066,0.0281726845759739,0.00904942699839652
0.0346915202552353,0.00513142786012839,0.0296316080448745,0.0257875852697131,0.0253120204985788,0.0188189642406814,0.0347706628620507,0.00750553714982273
0.0331727997701231,0.0124532157782718,0.0299349932545832,0.0190367202130449,0.0299547737589006,0.02243370257156,0.0306043309999368,-9.92632319587712e-05
0.0290842806498942,0.000883686685835757,0.0399020581882809,0.020851982235593,0.0348512581391185,0.0261562190260175,0.0257558091571851,-0.000887996241175709
0.0334784543593048,0.0086288999561165,0.0271144883159541,0.0182365439021351,0.02726380674365,0.0164794253913476,0.0331939098481669,0.00324915351048022
0.0364339334894175,0.00914352169278105,0.0293809625857262,0.0264686290129655,0.024599244746912,0.0189426646677384,0.0398091844147854,0.00301560559104308
0.0368337500457738,0.00845196652319728,0.0301508285820531,0.0224621787678291,0.0266160547712472,0.0186206401095276,0.0386332767598261,0.00437594107848537
0.0419601695811952,0.00712332149433583,0.0352343636407487,0.0249814948730517,0.0256479206234842,0.0209507737442142,0.0341842548403893,0.00348418083059034
0.0393828060023481,0.0028973402101638,0.0372849016470714,0.0255841200339964,0.0274317826397372,0.0215587571234609,0.0304282578212613,0.00608265773547946
0.0273876285694284,0.000937303712999984,0.0244444405531576,0.0205469297317728,0.0352667039210168,0.0257676951608437,0.031070748498634,0.0100454708668614
0.0301318906009566,0.00136713697832988,0.0311908781856056,0.0225857088211533,0.0305166664214309,0.022855970644501,0.0333914556472893,0.00693527177756264
0.0373672181412875,0.00220835206125286,0.0384029394069833,0.0236173009216685,0.0321215474338779,0.0189156049769555,0.0298039053051817,0.0107294105037343
0.0288128681789296,0.0106931582641462,0.0285220154224149,0.0223988800981696,0.0303809385534799,0.0255214817375206,0.032154845211217,0.00321512865841184
0.030288284439248,0.00521805724711348,0.0410810334104209,0.0174500466856379,0.0382657863224497,0.0227578588048318,0.0245020736123281,0.00444376789869078
0.0364349446039859,0.00746655127652962,0.0266969844023235,0.0220152067365725,0.0268404794559817,0.0247607116468091,0.0381631392548481,0.00570289404526273
0.0301867489773332,0.00561635422320647,0.0279144275086224,0.0199281016667672,0.0328688471949269,0.0210634221417553,0.0359302602753521,0.0080953044484742
0.0277966710523385,0.00537208042950393,0.0319151020343227,0.0182975253762917,0.0316928577025263,0.0215777902268662,0.0304905236438615,0.00790387639089425
0.0334167865551069,0.00737583072071736,0.0311041062376757,0.0237891955623221,0.0323548013238159,0.0270628428844972,0.029948705513604,0.00429084763125153
0.0317070342309856,0.00878874795301667,0.033412997115929,0.0231854099438835,0.0336858825246472,0.0273189444683078,0.0298100518371497,0.00714315205443048
0.0305540019916378,0.00480791872332106,0.0289804320744666,0.0215428280582925,0.0279587414809767,0.020695634280654,0.0333724149212441,0.00513791273061595
0.0281642411860877,0.00431955541778553,0.0279745894289721,0.0211658921903087,0.0271531801183889,0.0204635431037238,0.0348473853555282,0.00761107615713351
0.025683299342169,0.00742965558158073,0.0291790365394325,0.0229180067981272,0.0254045946058537,0.0198645667895223,0.0328265613236631,0.00406179246499613
0.0330271797614061,0.00386850200166761,0.0314810410220657,0.0220913061310158,0.0332391127611644,0.0290756864620495,0.0325186381288071,0.00556841777632618
0.0346937519184619,0.00818779689965999,0.0374090113729852,0.0219141655978021,0.0307750556483838,0.0186686150417018,0.0302515663779268,0.00558321533838485
0.0337589097046853,0.0053286591024747,0.0309329493164102,0.0257447939900605,0.0368450633781094,0.0239774504426985,0.0301566175573005,0.0101122934904109
0.0314204842839475,0.00849666257671426,0.0365376553339587,0.0213541750561688,0.024656087598785,0.0221318821501998,0.0306307046471875,0.0039536324197535
0.027508046857613,0.00487812378308367,0.0301250763894747,0.0248064722139775,0.0269255163763653,0.022293043685051,0.0314847538671819,0.00746604423792555
0.0382928727618576,0.00327974353172457,0.0348944253074396,0.0213703209819721,0.0336972974355043,0.0257822555334772,0.02747908904778,-2.38309793774117e-05
0.0263429797068923,0.0052491616187911,0.0337658606799037,0.0214516294160159,0.0291955928253358,0.021745393164644,0.0349899526690828,0.00429365561895572
0.0400172995513131,0.00203244805371184,0.0336064739363165,0.0235752498880646,0.0325561391864994,0.0241149799690052,0.0272603191096839,0.00823671220644771
0.0261611614491935,0.00741543530926466,0.0295282665773433,0.0232700496221957,0.0304909068714163,0.0203311787943671,0.0350902197017581,0.004223854840859
