"Intermittently Exposed","Intermittently Flooded","Permanently Flooded","Seasonally Flooded","Seasonally Flooded/Saturated","Seasonally Saturated","Semipermanently Flooded","Temporary Flooded"
0.0276295183498407,0.005958232936306,0.022374088970762,0.0218256552164622,0.02699479504519,0.0222675253099264,0.013240564712198,-0.000562037375507084
0.0272932065634453,0.00688547919611484,0.0195164349345755,0.0163593021330286,0.0176372961394251,0.0219460694222836,0.0144395705032674,0.0128138157958413
0.0268346905001716,0.00684082236500907,0.0193026720869923,0.0165352895702122,0.0173213496497186,0.0214037157603929,0.0136816174480641,0.012941826435926
0.0153173522860988,0.0102102990583127,0.0158882488003776,0.0234711772394144,0.0178207917841113,0.0185757782201685,0.0266060667116917,0.00506099727217448
0.0236712329345417,0.00301622861932282,0.0264246648161761,0.016219656308283,0.0240779290556711,0.0191338693254806,0.0156854760525786,0.0126888565767508
0.022217141657969,0.00584129160441298,0.0175096875460563,0.0225302387378876,0.0183892896280108,0.0184646443063895,0.0245640911887389,0.00525028238407883
0.0201271274472794,0.0111648908524329,0.0248591676405633,0.0201278842678611,0.0134861688287063,0.0197386950339298,0.0188940305332431,0.00774736628950637
0.0216456181212433,0.00819525010031778,0.0206837724626462,0.0182029425281199,0.0145751642717593,0.0226226309379596,0.0166325503010903,0.00748429608830658
0.0221313437679817,0.0089060678823724,0.023512570463718,0.0143769719542152,0.0183188160013656,0.0189117043775952,0.026684301195826,0.0069971200575919
0.0210618132678122,0.00425567164762502,0.0246564783001964,0.0239379753859281,0.0244037149211839,0.0156812189256874,0.0151422796361918,0.00810106019362452
0.017480030299451,0.00641664283006954,0.0219419208310799,0.0220738378127698,0.0247124226727634,0.0126168921681808,0.0159391986132913,0.00698818391665499
0.0259618827272247,0.0101625183944834,0.0232875539379065,0.0174961433104103,0.0186857234320979,0.0248230433090528,0.0251387065480715,0.00762813104740913
0.0179891384823786,0.00695465616238123,0.0204249287087675,0.0211653612846817,0.0192068439451336,0.0134278681095017,0.018647132390783,0.00824360638240971
0.0212800347647356,0.0108024257241866,0.0226219341533608,0.0173744347702324,0.0220030122537301,0.0217094022719427,0.0235143972034958,0.00674352359769479
0.0231705992312558,0.0059737737997818,0.0235290511240314,0.0168977506274017,0.0184116582569387,0.0151009672108823,0.0195447273654657,0.0120338209137804
0.0182501724195154,0.00744174614742182,0.0193844155735354,0.0170329785794168,0.0185378349275049,0.0224694359194536,0.0279701801662476,0.0105591401528063
0.0254409741182098,0.00908771481330475,0.0240309536983818,0.0210889736246844,0.0222167131427712,0.0169155385281479,0.0138172819413273,0.00541822358908524
0.01818708953327,0.00773691183610115,0.0190346004334109,0.0175078695978694,0.0178731456173714,0.0198179743571137,0.0251072980851665,0.0111780415928567
0.0178349481596147,0.00289866278288404,0.024645912288153,0.0221038477213001,0.0195923262928334,0.0183985442992225,0.0168286359473643,0.0089052548785572
0.0254783870796371,0.0142797750060247,0.0210219674005313,0.012359992354821,0.0200165781769158,0.0209168441815231,0.020936569599793,0.00756772418826077
0.0237973101851659,0.00759604964127963,0.0236492129680404,0.0210380900455948,0.0253264758633718,0.0199563243955987,0.0215588150331933,0.012185189491921
0.0196641594285466,0.0065895197553297,0.0188982254544783,0.0171415760291411,0.0166429715727236,0.0174605821215142,0.020048943146661,0.00702053527815126
0.0237793879239893,0.00964293712001284,0.022046941694772,0.0178873450293461,0.0253654385530913,0.0192645195414777,0.0206385716435749,0.0105959582000777
0.0177093434132458,0.00803209026265079,0.0220535926669916,0.0191680730529583,0.0165947929481036,0.0166944277880048,0.0207782126935479,0.00412626513557936
0.0245090051871477,0.00439552612277182,0.0169526879244143,0.0244287724385594,0.0183365754453738,0.0205879929578736,0.0168851568439165,0.00853303161563427
0.0200871088139687,0.0108302737436093,0.0192928234364217,0.0167645181080701,0.0226583271633344,0.0152817713656831,0.0218348735055202,0.00378038390816141
0.0235873529607641,0.0105036076740026,0.0247854074932373,0.0192984398404061,0.020573479940281,0.0233237851531047,0.0203828947246707,0.00955819770305171
0.0225167312427273,0.00316270594787348,0.0168927935225515,0.0176916328871137,0.0212403495551339,0.0159523551543243,0.021323955813068,0.00394572369547168
0.0229132698544648,0.00257565792435767,0.019444053310757,0.022595597445065,0.0264135257791008,0.0151493334065066,0.0199737971255329,0.00789980675367944
